1girl,1个女性
asahina_mikuru_(cosplay),asahina mikuru（角色扮演）
transgender_flag,变性标志
capoeira,Capoeira
white_trim,白色饰边
ice_cream_scoop,冰淇淋勺
torso_flash,躯干闪烁
mall_link_suit,购物中心链接西装
kiritanpo_(food),Kiritanpo（食物）
x-drive_(symphogear),X-drive（交响曲）
mourning,丧
depth_charge_projector,深度电荷投影仪
multicolored_necktie,多色领带
agemasen!_(meme),agemasen！ （模因）
tiger_(p),老虎（P）
cherub,天使
venus_bikini,金星比基尼
rivets,铆钉
captain_america_(cosplay),美国队长（角色扮演）
fallen_tree,堕落的树
un_tan,棕褐色
adjusting_strap,调整皮带
h&k_g36c,H＆K G36C
referee,裁判
spiral_heart_moon_rod,螺旋心月亮杆
geoduck,geoduck
anmitsu_(dessert),anmitsu（甜点）
rickenbacker_4001,Rickenbacker 4001
anti-eyebrow_piercing,抗眼睛的刺穿
two-tone_necktie,两色调领带
sig_sauer_mcx,SIG SAUER MCX
hyadain_no_joujou_yuujou,hyadain no joujou yuujou
hanging_legs,垂挂
bait,饵
thick_outlines,厚的轮廓
jindai_high_school_uniform,金泰高中制服
heisei,海塞
torn_hoodie,撕裂的连帽衫
face_in_crotch,脸上的脸
covering_anus,覆盖肛门
pip_boy,PIP男孩
bandaid_on_ass,屁股上的bandaid
idle_animation,空闲动画
aqua_sky,水天空
shipyard,船厂
rice_planting,水稻种植
hydra_splatling_(splatoon),九头蛇（Splatoon）
crushed,碎
safari_jacket,野生动物园外套
rome,罗马
butterfly_choker,蝴蝶酱
tan_shirt,棕褐色衬衫
sv-98,SV-98
wooden_railing,木制栏杆
winged_wand,有翼的魔杖
orange_pajamas,橙色睡衣
cross-laced_shorts,交叉短裤
ink_wash_painting,墨水绘画
number_print,数字打印
plasma_cutter,血浆切割器
ground,地面
chain_earrings,链耳环
holding_flower_pot,拿着花盆
chiaroscuro,Chiaroscuro
bushmaster_acr,Bushmaster ACR
shiitake,Shiitake
uchiha_symbol,Uchiha符号
dendrobium_schema,树突模式
drum_bath,鼓浴
floro_(7th_dragon),弗洛罗（第七龙）
arrow_through_apple,通过苹果箭头
habataki_academy_uniform,Habataki Academy制服
sock_bow,袜子弓
manila_envelope,马尼拉信封
mole_on_back,痣背
abduction,绑架
beauty_swimsuit_(idolmaster),美容泳衣（iDolmaster）
usui_yoshito_(style),USUI Yoshito（风格）
cookbook,食谱
argentina,阿根廷
cutout_below_navel,肚脐下方的切口
running_towards_viewer,奔向观众
space_elevator,空间电梯
awesome_face,很棒的脸
bound_feet,脚
fed_by_viewer,由观众喂养
hyena,鬣狗
tharja_(fire_emblem)_(cosplay),Tharja（Fire Emblem）（角色扮演）
o_medal,o勋章
slit,缝
whitebeard_pirates,白胡子海盗
fluffy_legwear,蓬松的腿衣
mini_shako_cap,迷你Shako帽
eyes_visible_through_eyewear,眼镜可见
hagoromo_komachi_(idolmaster),Hagoromo Komachi（Idolmaster）
koala_forest_military_uniform,考拉森林军装
small_hands,小手
women's_wallet,妇女钱包
cereal_box,麦片盒
fox_hood,福克斯罩
sheep_hood,绵羊罩
jackal,jack
crown_patisserie_(umamusume),皇冠糕点（Umamusume）
gnome,侏儒
tsukishima_general_high_school_uniform,Tsukishima一般高中制服
babydoll_lift,babydoll升降机
forest_of_magic,魔法森林
deck_chair,躺椅
ikamusume_(cosplay),ikamusume（角色扮演）
stone_torii,石托里
browning_m1919,勃朗宁M1919
molten_metal,熔融金属
security_guard,警卫
grape_hat_ornament,葡萄帽装饰
super_smash_bros._logo,超级粉碎兄弟。标识
vocaloid_(tda-type_ver),Vocaloid（TDA型Ver）
climbing_tree,攀登树
rider_kick,骑手踢
vibrator_on_clitoris,阴蒂上的振动器
public_service_announcement,公共服务声明
bismarck_(coat_of_arms),Bismarck（徽章）
grumpy,脾气暴躁
cradle,摇篮
shedding,脱落
takao_(kancolle)_(cosplay),takao（Kancolle）（角色扮演）
mandalorian,Mandalorian
pelican,鹈
purity_seal,纯密封
bow_print,弓印花
mackintosh_rose,Mackintosh Rose
minecart,Minecart
gibson_sg,吉布森SG
glowing_headgear,发光的头饰
large_belt,大皮带
no_harness,没有安全带
leaf_fan,叶迷
bear_bag,熊袋
pawn_(chess),典当（国际象棋）
camouflage_scarf,迷彩围巾
stable,稳定的
soapy,肥皂
armpit_stubble,腋窝茬
swedish_text,瑞典文字
blue_tube_top,蓝色管顶
drop_kick,滴踢
holding_chess_piece,握住国际象棋
guilty_kiss_(love_live!),有罪的吻（Love Live！）
bending,弯曲
lost_child,失去的孩子
shichibukai,Shichibukai
shepherd's_crook,牧羊人的骗子
trap_door,陷阱门
neko_nabe,Neko Nabe
adhesive_bra,粘合剂胸罩
hyena_boy,鬣狗男孩
floppy_sleeves,软袖
colt_python,柯尔特·蟒蛇
venus_(planet),金星（行星）
sea_spray,海喷
re-class_battleship_(cosplay),重新阶级战舰（角色扮演）
platelet_(hataraku_saibou)_(cosplay),血小板（Hataraku Saibou）（角色扮演）
award_ribbon,奖丝带
frilled_bracelet,褶皱手镯
duck_innertube,鸭子
public_yotsuba_middle_school_uniform,公立Yotsuba中学校服
holding_clothes_hanger,拿着衣架
bb_(swimsuit_mooncancer)_(fate)_(cosplay),BB（泳装月经）（命运）（角色扮演）
torn_tank_top,撕裂的背心
open_cockpit,开放式驾驶舱
yato_(fire_emblem),yato（火徽标）
construction_worker,建筑工人
cure_sunshine_(cosplay),治愈阳光（角色扮演）
shoulder_angel,肩膀天使
fiery_ears,火热的耳朵
asymmetrical_earrings,不对称耳环
magic_circuit,魔术电路
pioneer_neckerchief,开拓者的脖子
half-track,半轨
woman_yelling_at_cat_(meme),女人对猫大喊（模因）
duck_print,鸭印花
squash,壁球
side_handle_teapot,侧柄茶壶
predacon,predacon
karada,卡拉达
orange_camisole,橙色的吊带镜
bow_removed,弓已移开
striped_cape,条纹斗篷
holding_neckwear,拿着脖子
dorothea_arnault_(cosplay),多萝西亚Arnault（角色扮演）
fez_hat,Fez帽子
seijou_academy_uniform,Seijou Academy制服
bat_genome,蝙蝠基因组
florist,花店
spoken_sparkle,口语闪闪发光
train_conductor,列车长
terrarium,玻璃容器
bagpipes,风笛
sleeve_pull,袖子拉
headache,头痛
eating_flower,吃花
buri_hamachi,布里·哈马奇
hunting,打猎
adjusting_bowtie,调整Bowtie
shouten_pegasus_mix_mori,呼喊着飞马的混合莫里
stuffed_turtle,毛龟
sexual_dimorphism,性二态性
couter,Couter
mechanical_dragon,机械龙
flapper_shirt,挡板衬衫
mouth_submerged,嘴被淹没
animal_on_chest,胸部动物
hilda_(pokemon)_(cosplay),希尔达（口袋妖怪）（角色扮演）
l'antica_(idolmaster),L'Antica（Idolmaster）
jidaigeki,Jidaigeki
himation,他
air_guitar,空气吉他
shiki_eiki_(cosplay),Shiki Eiki（角色扮演）
baku_(creature),baku（生物）
multi-strapped_bra,多间断的胸罩
holding_thermometer,保持温度计
miyu_edelfelt_(cosplay),Miyu Edelfelt（角色扮演）
gomusin,Gomusin
mizura,mizura
concealed_weapon,隐藏武器
denki_anma,Denki Anma
boar_ears,野猪耳朵
baggy_shorts,宽松的短裤
pop-up_pirate,弹出海盗
judo,柔道
shelving_book,搁置书
pp-19_bizon,PP-19 Bizon
armadillo_tail,屁股尾巴
wet_jacket,湿外套
sakata_gintoki_(cosplay),Sakata Gintoki（角色扮演）
fake_transparency,假透明度
magpul,mag
heresy,异端
type_99_cannon,键入99大炮
pumpkin_skirt,南瓜裙
extra_tails,额外的尾巴
naruko_(instrument),鸣子（仪器）
m6a_seiran,M6A Seiran
shimushu_pose,Shimushu姿势
pink_mask,粉红色面具
elden_ring_(object),埃尔登戒指（对象）
sword_mastery_academy_uniform,剑掌握学院制服
gold_dress,金色连衣裙
under_bridge,桥下
argyle_bikini,Argyle比基尼
nursing_fingering,护理指法
alternate_eyewear,备用眼镜
uh-60_blackhawk,UH-60 Blackhawk
stechkin_aps,Stechkin AP
fake_ad,假广告
pen_to_mouth,笔嘴
guardian_chara,监护人查拉
mutation,突变
pastel_palettes_(bang_dream!),柔和的调色板（爆炸梦！）
scorpio,天蝎座
aquamarine_(gemstone),海蓝宝石（宝石）
leaning_against_motorcycle,靠在摩托车上
bizarre_rain,奇怪的雨
shigure_(kancolle)_(cosplay),Shigure（Kancolle）（角色扮演）
crab_claw,螃蟹爪
mizuna_girls'_academy_school_uniform,Mizuna女子学院学校制服
leotard_tug,紧身连衣裤拖船
clear_insertion,清晰的插入
caduceus,caduceus
jaw,颚
red_halo,红色光环
raccoon_boy,浣熊男孩
red_pajamas,红色睡衣
spoken_letter,口语
shining_finger,闪亮的手指
hat_under_hood,帽子下的帽子
wig_removed,假发卸下
camera_lens,镜头
free_hugs,抱抱团
artificial_flower,人造花
reindeer_hood,驯鹿引擎盖
no_penis,没有阴茎
pop-up_book,弹出书
pottery,陶器
shimekazari,Shimekazari
lion_hair,狮子的头发
nintendo_switch_lite,Nintendo Switch Lite
my_little_pogchamp_(meme),我的小pogchamp（模因）
smelling_ass,闻到屁股
terrier_(dog),梗（狗）
recruitment_bag_(arknights),招聘袋（Arknights）
fan_to_mouth,风扇到嘴
blue_bracelet,蓝色手镯
bandaged_ear,绷带的耳朵
gibson_flying_v,吉布森飞v
detached_legs,腿部分离
open_cuffs,打开袖口
bomb_item_(touhou),炸弹物品（Touhou）
sukiyaki,寿喜烧
tasukete_eirin,tasukete eirin
kune-kune,Kune-Kune
split_tail,分裂的尾巴
toothbrush_mustache,牙刷胡须
honda_motocompo,Honda MotoCompo
mankanshoku_mako_(cosplay),Mankanshoku Mako（角色扮演）
foam_mustache,泡沫胡须
fourth_of_july,七月四日
archery_dojo,射箭道场
shiny_pantyhose,闪亮的连裤袜
gnosis_(genshin_impact),GNOSIS（Genshin撞击）
airplane_hair_ornament,飞机发饰
fila,Fila
skinsuit,剥皮裤
haiku,haiku
ei_ei_okotta?,ei ei okotta？
pink_stripes,粉红色条纹
hollow_mouth,空心的嘴
striped_headband,条纹头带
smoothie,冰沙
nodoka_glasses,Nodoka眼镜
waveform,波形
multicolored_rose,彩色玫瑰
nambu_type_14,NAMBU 14型
kimi_ni_matsuwaru_mystery,Kimi Ni Matsuwaru神秘
gold_creator_award,黄金创造者奖
handcuff_dangle,手铐悬挂
torn_apron,撕裂的围裙
world_map,世界地图
leg_holster,腿皮套
soul_patch,灵魂补丁
torn_umbrella,撕下的雨伞
ending,结尾
english_flag,英语国旗
crayon_(medium),蜡笔（媒介）
hip_gear,臀部齿轮
royale_style_(idolmaster),皇家风格（偶像崇拜者）
phrygian_cap,Phrygian Cap
budweiser,百威
lunch,午餐
pisces,双鱼座
body_chain,安德链
boonie_hat,Boonie Hat
moai,Moai
aimpoint,瞄准点
ice_horns,冰角
heaven_(kanji),天堂（汉字）
buoy,浮标
piercing_pull,刺拉
iron_man_(cosplay),钢铁侠（角色扮演）
flapping_ears,耳朵拍打
kissing_back,亲吻
hand_in_bikini,手中的比基尼
effects_pedal,效果踏板
side_mirror,后视镜
prince_albert,阿尔伯特亲王
genjiguruma,Genjiguruma
satire,讽刺
tennis_dress,网球连衣裙
tsuka-ito,tsuka-ito
low_poly,低聚
butterfly_necklace,蝴蝶项链
satin_clothes,缎子衣服
venus_love_me_chain,维纳斯爱我链
ryuko_redraw_(meme),Ryuko Redraw（模因）
wet_fundoshi,湿基金会
bath_of_blood,血液浴
crown_(symbol),皇冠（符号）
italian_senate_porn_livestream,意大利参议院色情直播
shelter,庇护所
osmanthus,奥斯曼萨斯
brown_umbrella,棕色伞
gamer_driver,玩家驱动程序
fur-trimmed_armor,毛皮装甲
cat_breakdancing_(meme),猫分裂（模因）
whirlpool,惠而浦
leaf_clothing,叶衣服
brynhildr_romantia,Brynhildr Romantia
nipple_ribbon,乳头丝带
magician_(module),魔术师（模块）
angel's_swimsuit_(idolmaster),天使的泳衣（iDolmaster）
irisviel_von_einzbern_(cosplay),Irisviel von Einzbern（角色扮演）
official_manga,官方漫画
not_afraid_anymore,不害怕
f-4_phantom_ii,F-4 Phantom II
rugby_ball,橄榄球
cling,保留
orihime_(cosplay),Orihime（角色扮演）
takarazaki_school_uniform,塔卡扎基校服
wrinkled_frown_(detective_pikachu),皱眉（侦探皮卡丘）
agni_gandiva,Agni Gandiva
pantyhose_under_trousers,裤子下的连裤袜
lock_seed,锁种子
future_fish,未来的鱼
penis_in_thighhigh,大腿的阴茎
hoshinomiya_girls'_high_school_uniform,Hoshinomiya女子高中制服
bad_singing,不好的唱歌
cardigan_lift,开衫举重
strawberry_pocky,草莓pocky
grappling_gloves,抓手套
lamellar_armor,层状装甲
ink_stain,墨水染色
battle_chatelaine,战斗Chatelaine
microphone_cord,麦克风绳
wooden_bathtub,木制浴缸
chanchanko_(clothes),chanchanko（衣服）
amano_yoshitaka_(style),Amano Yoshitaka（风格）
green_mask,绿色面具
privacy_screen,隐私屏幕
glowing_markings,发光的标记
on_mecha,在机甲
cracked_mask,面具破裂
makarov_pm,Makarov PM
set_square,设置正方形
baby's-breath,满天星
destroyed,被摧毁
gradient_cape,坡度斗篷
multicolored_sweater,彩色毛衣
eldritch_loreteller_(idolmaster),Eldritch Loreteller（偶像崇拜者）
tawawa_group,塔瓦瓦集团
flower_bikini,花比基尼
chocolate_milk,巧克力牛奶
rock_balancing,岩石平衡
red_overalls,红色工作服
armless,无臂
cordless_phone,无绳电话
snake_armband,蛇臂章
abigail_williams_(fate)_(cosplay),阿比盖尔·威廉姆斯（命运）（角色扮演）
public_address_system,公共地址系统
torn_flag,撕裂的旗帜
tracer_fire,示踪火
asparagus,芦笋
king_of_spades,黑桃之王
cqc,CQC
print_tank_top,打印背心
headstand,倒立
steyr_iws_2000,Steyr IWS 2000
mortar_(weapon),砂浆（武器）
colored_armpit_hair,彩色腋毛头发
turkey,火鸡
tree_print,树打印
aoshidan_(emblem),aoshidan（象征）
testicles_touching,睾丸接触
slam_dunk_(basketball),扣篮（篮球）
mora_(genshin_impact),莫拉（Genshin Impact）
finger_to_another's_cheek,手指到他人的脸颊
striped_innertube,条纹Innertube
artist_glove,艺术家手套
male_underwear_removed,男性内衣被拆除
fenix_uniform,Fenix统一
perfume_(cosmetics),香水（化妆品）
pluto_symbol,冥王星符号
hostage,人质
happy_party_train,快乐的聚会火车
burst_bomb_(splatoon),爆炸（splatoon）
chipmunk_girl,花栗鼠女孩
mecha_on_girl,机械女孩
one_year_artist_progress_record,一年的艺术家进度记录
penis_ornament,阴茎装饰
tomato_juice,番茄汁
purple_shawl,紫色披肩
kick_scooter,踢踏板车
digimoji,Digimoji
australia,澳大利亚
drawing_board,图板
kagiyama_hina_(cosplay),Kagiyama Hina（角色扮演）
yagokoro_eirin_(cosplay),Yagokoro Eirin（角色扮演）
planetarium,天文馆
bullet_trail,子弹径
imperium_of_man,人的帝国
accidental_kiss,意外的吻
pink_moon,粉红色的月亮
obon,obon
lychee,刑事
girdle,腰带
giant_insect,巨型昆虫
floor_lamp,地板灯
stuffed_horse,毛绒马
looking_at_watch,看手表
see-through_shawl,透明披肩
striped_cardigan,条纹开衫
eye_chart,视力表
holding_picture,保持图片
curling_iron,卷发铁
holding_eyepatch,握住眼部
hiccup,打ic
postmark,邮戳
lime_hair_ornament,石灰发饰
sugar_song_and_bitter_step,糖歌和苦涩的步骤
milo_and_akouo,Milo和Akouo
licking_leg,舔腿
grey_mask,灰色面具
headband_around_neck,脖子上的头带
cut-here_line,切线线
baby_penguin,婴儿企鹅
bug_spray,虫子喷雾
leppa_berry,Leppa Berry
finger_ribbon,手指丝带
paris,巴黎
clip_(weapon),剪辑（武器）
cure_blossom_(cosplay),治愈开花（角色扮演）
beit_(idolmaster),Beit（偶像崇拜者）
raijuu,raijuu
tail_on_face,尾巴在脸上
nasa,NASA
japanese_macaque,日本猕猴
chin-chin,下巴
aqua_belt,水上带
human_tug_of_war,人类拔河
d3a,D3A
legs_on_table,桌子上的腿
clapperboard,拍手板
brown_sports_bra,布朗运动胸罩
horn_lance,喇叭
fantasy_seal,幻想印章
kimisaki_school_uniform,基米萨基校服
m1_abrams,M1艾布拉姆斯
mob_face,暴民面对
tsukkomi,tsukkomi
axolotl_girl,Axolotl女孩
blood_sucking,吸血
bagel,百吉饼
head_on_another's_stomach,前往另一个人的肚子
8-bit,8位
saber_alter_(cosplay),军刀Alter（角色扮演）
compass_(instrument),指南针（仪器）
cuirass,胸甲
gummy_bear,小熊软糖
channel_ppp,通道PPP
autodefenestration,Autodefenteration
sword_clash,剑冲突
folded_twintails,折叠的twintails
transparent_footwear,透明的鞋类
armored_gloves,装甲手套
lightning_background,闪电背景
merchant,商人
convenient_breasts,方便的乳房
m_bison_(cosplay),M野牛（角色扮演）
relay_race,接力比赛
dualsense,双重
as_val,作为val
cable_car,缆车
frost,霜
yatteyan'yo,yatteyan'yo
padded_gloves,衬垫手套
black_stripes,黑色条纹
naked_bowtie,赤裸裸的领结
sanzu_river,圣祖河
cinnamon_roll,肉桂卷
fbi,联邦调查局
stop_motion,停止运动
slit_throat,喉咙裂
oguri_oguri_(meme),Oguri Oguri（模因）
multicolored_sleeves,彩色袖子
air_current,气流
multiple_hats,多顶帽子
dodo_(bird),渡渡鸟（鸟）
princess_leia_organa_solo_(cosplay),Leia Organa公主独奏（角色扮演）
plain,清楚的
bandeau_lift,Bandeau Lift
slam,大满贯
yellow_sports_bra,黄色运动胸罩
pink_overalls,粉红色工作服
w_(idolmaster),W（偶像崇拜者）
plaid_scrunchie,格子scrunchie
like_an_ero-doujin,像ero-doujin
luchador,卢卡多
heart_cheeks,心脸颊
print_bag,打印袋
crystal_night_party_(idolmaster),水晶之夜聚会（偶像崇拜者）
the_kogado_(idolmaster),Kogado（偶像崇拜者）
ryuujou_(kancolle)_(cosplay),ryuujou（kancolle）（角色扮演）
saint_mary's_academy_uniform,圣玛丽学院制服
kcco_(girls'_frontline),KCCO（女孩的前线）
twitch_logo,抽搐徽标
akari_(pokemon)_(cosplay),Akari（Pokemon）（角色扮演）
airbrush_(medium),喷枪（中）
vacuum_bed,真空床
seesaw,跷跷板
joy_(pokemon)_(cosplay),欢乐（口袋妖怪）（角色扮演）
model_airplane,模型飞机
musical_note_necklace,音符项链
holding_another's_thighs,握住他人的大腿
soldier_game,士兵游戏
twilight_(spy_x_family)_(cosplay),暮光（间谍X家族）（角色扮演）
qbz-97,QBZ-97
ju_87,JU 87
speedpaint,Speedpaint
brown_outline,棕色轮廓
shirt_over_head,衬衫在头上
thighhigh_gaiters,大腿步态
triceratops,三角龙
pangolin_ears,穿衣耳朵
pullups,引体向上
clitoris_torture,阴蒂酷刑
seven_deadly_sins,七宗罪
detached_cape,独立的斗篷
ah-64_apache,AH-64 Apache
triumph_(expression),胜利（表达）
glowing_armor,发光的盔甲
entrails,内脏
burn_mark,刻录标记
marshall,马歇尔
ritual,仪式
poleyn,波雷
potty,便壶
pulley,滑轮
heineken,喜力
holding_turret,持有炮塔
too_many_pikachu,皮卡丘太多
coral_hair_ornament,珊瑚发饰
aim-9_sidewinder,AIM-9侧壁
wristwear,腕服
dive,潜水
object_on_pectorals,胸部的对象
snowman_print,雪人印刷
horizontal_comic,水平漫画
head_rub,头擦
wraith_(apex_legends)_(cosplay),幽灵（Apex Legends）（角色扮演）
elevator_operator,电梯操作员
taurus,金牛座
multicolored_umbrella,彩色雨伞
metal_bikini,金属比基尼
